,hit_id,worker,number_in_session,time_since_last_idea,content,previous_idea_index,similarity
102,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A3JP7DIFRS0ZBY,6,494.921,An Orwellian surveillance system as in The Dark Knight,101,-0.04605863615870476
103,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A3O0QZQ4V2IXT7,1,230.663,This technology can be used to track endangered species in the wild to help keep count of them.,-1,-1.0
104,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A3O0QZQ4V2IXT7,2,59.772,It can track migration patterns of animals.,103,0.05143745243549347
105,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A3O0QZQ4V2IXT7,3,241.284,Can detect a potential robbery if used in stores to record previous motions that resulted in armed robbery. Will alert if actions are similar of customers in the store.,104,-0.038511306047439575
106,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A3O0QZQ4V2IXT7,4,129.609,The technology can be used my hunters to see if there is any movement similar to the animals they are hunting.,105,0.01516365259885788
107,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A3O0QZQ4V2IXT7,5,126.45,It can be used to compare aircraft activity.,106,0.029680512845516205
108,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A3O0QZQ4V2IXT7,6,182.793,It can be used to detect movement of automobiles and their speed along with the probability of an accident based on history.,107,-0.0062391930259764194
109,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A3O5EU9QQV2OS1,1,67.479,It can be used for detecting movement in front of doors and automatically opening them.,-1,-1.0
110,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A3O5EU9QQV2OS1,2,140.482,It can be used for detecting movements through smoke in a military environment.,109,0.050762008875608444
111,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/AGKL1HOKIR138,1,187.603,It could aid first responders or law enforcement in locating lost or injured people outdoors.,-1,-1.0
112,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/AGKL1HOKIR138,2,90.569,It could assist a fisherman with determining how many and what type of fish are in an a particular area of a body of water.,111,0.07092264294624329
113,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/AGKL1HOKIR138,3,315.815,It could help to identify and rescue people trapped in severe weather conditions.,112,-0.002491372637450695
114,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/AGKL1HOKIR138,4,60.258,It could help a hunter determine what type of animals are in the area at night. ,113,0.04300631210207939
115,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/AGKL1HOKIR138,5,113.036,It could be used for home security by monitoring your home and alerting to unknown people and motions.,114,-0.039984844624996185
116,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/AKNLD4GWEGW4U,1,128.038,This technology could be used to extrapolate walking data from pedestrians moving about and use the data to construct optimal street layouts for efficient walking and crosswalks.,-1,-1.0
117,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/AKNLD4GWEGW4U,2,206.167,We could position these devices in strategic areas around bee colonies and track individual bee flight paths and behavior to better understand a pivotal part in our planets ability to germinate crops.,116,-0.0664624273777008
118,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/AKNLD4GWEGW4U,3,144.84,"An obvious application of such technology would be to implement it into all forms of autonomous vehicles, being able to track, process and predict obstructions in the line of sight even through smoke and fog would be invaluable and life saving.",117,-0.016946973279118538
119,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/AKNLD4GWEGW4U,4,223.013,"Another application for this technology would be in face masks for all types of situations, like for example firefighters being able to scan a smoke filled room and not only find survivors in need of rescue but using the AI predict the safest route to them and out of the building. This could also be used in hostage rescue situations or any search and rescue.",118,0.043284472078084946
120,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/AKNLD4GWEGW4U,5,287.31,"The best use of this technology I can personally think of is combining it with a short burst laser technology to track and shoot down mosquito all over the world, setting them up around potential breeding areas for them, with the very cheap cost and effectiveness of lasers to destroy them and this technology to track and target them, we could eliminate massive sources of death and disease in the world.",119,0.0027413428761065006
121,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/ALEJV7D94ZLHF,1,130.47,"If in every area of the city, it would be virtually impossible for criminals to escape the police through the tracking offered by these devices.",-1,-1.0
122,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/ALEJV7D94ZLHF,2,184.209,Missile defense system in the military.,121,-0.05668957903981209
123,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/ALEJV7D94ZLHF,3,93.462,Allow robots to play sports.,122,-0.032813284546136856
124,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/ALEJV7D94ZLHF,4,242.688,Mix with automatic cars and flying cars to make flying cars that are not ridiculously dangerous.,123,0.025319673120975494
125,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/ALEJV7D94ZLHF,5,242.843,Integrate with automatic cars to make them safer and more precise.,124,-0.029751069843769073
126,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/AUFUUD4WG9CVO,1,48.623,Depending on how good it is compared to previous generations it could make for a good motion controller for a video game,-1,-1.0
127,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/AUFUUD4WG9CVO,2,77.141,It could be used to track sports games so better live updates could be sent to websites,126,-0.02672724239528179
128,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/AUFUUD4WG9CVO,3,65.678,IT could totally be used for data collection in some fashion. Possibly for bicycle related data.,127,0.013260839506983757
129,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/AUFUUD4WG9CVO,4,52.785,Could be used for tracking animals in a wildlife preserve,128,0.07783012837171555
130,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/AUFUUD4WG9CVO,5,68.101,Use on fire helmets to help identify people in burning buildings,129,0.004022655077278614
131,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/AUFUUD4WG9CVO,6,33.201,There's definitely a military/combat use,130,0.010165116749703884
132,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/AUFUUD4WG9CVO,7,172.731,Easier livestock monitoring ,131,-0.010979441925883293
133,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/AUFUUD4WG9CVO,8,221.535,"Predicting trends in sports plays, as a coaching aide, if the AI is good enough at learning",132,-0.027219727635383606
134,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/AUFUUD4WG9CVO,9,212.256,It's got a lot of  potential applications in the field of criminal justice. From policing to uses in prison.,133,0.03386424109339714
